1.0,-0.9655100000000001,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.1928,0.95562,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5049899999999999,nan,-0.44372
1.0,-0.40498,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.4099,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.0,-0.92025,nan,nan,nan,nan,-1.4339,nan,nan,nan,nan,nan,nan,0.77472,nan,nan,nan,nan,nan,0.3895,nan,nan,nan,nan,nan
2.0,-0.64847,nan,nan,-1.4852,nan,nan,nan,nan,nan,nan,1.3597,1.3597,nan,nan,nan,0.91343,nan,0.5787399999999999,nan,nan,nan,nan,nan,nan
2.0,-0.9738600000000001,nan,nan,-1.6432,nan,nan,nan,nan,nan,1.3822,1.3286,nan,nan,nan,0.71283,nan,0.63251,nan,nan,nan,nan,nan,nan,nan
1.0,-0.8882200000000001,nan,nan,nan,nan,nan,nan,-0.5151,nan,nan,nan,nan,nan,0.33061999999999997,nan,nan,nan,nan,0.45498999999999995,nan,0.9524799999999999,nan,0.057004,-0.41561000000000003
1.0,-1.0434,nan,-1.5008,-1.577,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.51932,0.30969,nan,nan
2.0,0.33926,nan,nan,nan,nan,-1.1009,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.724,nan
2.0,-0.75213,nan,nan,-1.4921,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.0,-0.35731,nan,nan,nan,nan,-1.4705,nan,nan,-0.43977,nan,0.6733899999999999,nan,0.75585,nan,nan,nan,nan,1.0857,1.5392,nan,nan,nan,nan,-0.027485000000000002
2.0,0.065389,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.743,nan,nan,nan,0.17362,nan,0.065389,0.065389,nan,nan,nan,0.55243,nan
2.0,-0.89604,nan,nan,-1.4891,nan,nan,nan,nan,nan,nan,nan,1.141,1.1152,nan,nan,nan,nan,nan,nan,0.36744,0.006446300000000001,nan,0.2643,nan
1.0,-1.1149,nan,-1.5213,nan,nan,nan,nan,nan,0.49016000000000004,nan,0.69334,nan,nan,nan,nan,nan,nan,1.0997,1.0387,nan,0.61207,0.24635,-0.16,-0.6069899999999999
2.0,0.2081,nan,nan,nan,-1.3378,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.14864000000000002,nan,nan,-0.26755999999999996,nan,nan
1.0,-1.1455,nan,nan,nan,nan,nan,-0.9022,-0.48861000000000004,0.5332100000000001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.3361,nan,0.7035100000000001,nan,nan
2.0,-0.88008,-1.2583,nan,-1.5492,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.094555,nan
1.0,-0.41136999999999996,nan,nan,nan,-1.4161,nan,nan,nan,nan,nan,0.68077,0.7681399999999999,nan,0.06916900000000001,nan,nan,nan,nan,nan,nan,nan,1.4234,nan,nan
1.0,-0.98674,nan,nan,nan,nan,-1.3446,nan,nan,nan,nan,1.121,nan,nan,nan,nan,0.38525,nan,nan,1.2204,1.1408,nan,nan,nan,nan
2.0,-0.8899600000000001,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0861,0.7374,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.39594
2.0,-0.026951999999999997,nan,nan,nan,nan,-1.2283,nan,nan,nan,nan,1.6826,nan,nan,nan,nan,nan,nan,0.15786,nan,nan,nan,nan,nan,nan
1.0,-1.0644,nan,nan,nan,-1.5831,-1.4318,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0,-0.78046,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.69615,0.69615,nan,0.86021,nan,nan,nan,nan,nan,nan,nan
2.0,0.3222,nan,nan,-0.84062,nan,-1.015,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.6662,nan,nan,nan,nan,nan,1.7176,nan
2.0,-0.76022,nan,nan,nan,-1.6857,nan,nan,nan,nan,1.1172,1.3023,1.2494,nan,nan,nan,nan,nan,nan,nan,nan,0.19171,nan,0.19171,nan
2.0,0.50632,nan,nan,nan,nan,nan,-0.8628899999999999,nan,nan,nan,nan,nan,nan,0.16402,nan,nan,nan,nan,nan,nan,1.0198,nan,nan,nan
1.0,-0.4688,-0.89854,-1.3673,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.19533,nan,-0.31253000000000003,-0.42973,nan,nan,nan,nan,nan,nan,nan
1.0,-1.0668,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.58945,0.38242,0.47443,nan,nan,0.35941999999999996,0.45143,nan,nan,nan,0.083385,nan
2.0,-0.19934000000000002,nan,nan,-1.5502,nan,nan,-1.0999,-0.93106,nan,1.1515,1.7144,1.4892,nan,1.0952,nan,nan,nan,-0.030488,nan,nan,nan,nan,nan,nan
2.0,-0.98161,nan,-1.5345,nan,-1.6066,nan,-0.98161,nan,nan,nan,1.3743,nan,nan,nan,nan,nan,0.67711,nan,nan,nan,nan,nan,0.2444,nan
2.0,0.29828000000000005,nan,nan,nan,-1.2716,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.07849600000000001,nan,nan,nan,nan,nan,nan
1.0,-0.4595,nan,nan,-1.5115,-1.6204,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.3144,nan,nan,nan,nan,1.6808,1.6808,nan,nan,nan
2.0,-0.95324,nan,-1.3707,nan,nan,nan,nan,nan,nan,nan,nan,1.2455,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.50793
2.0,-0.82904,nan,nan,nan,nan,nan,-1.4473,-0.21076999999999999,nan,nan,nan,1.2506,nan,nan,0.63232,0.85714,nan,0.60422,nan,nan,nan,nan,nan,nan
1.0,-1.119,nan,nan,nan,nan,nan,nan,-0.20897,nan,nan,1.0044,nan,0.72127,nan,nan,nan,nan,1.0651,nan,nan,0.5797100000000001,0.27637,nan,-0.57297
1.0,-0.052621,nan,nan,-1.3591,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.052621,nan,1.5587,1.9069999999999998,nan,nan,nan
2.0,1.209,nan,nan,nan,nan,nan,nan,nan,-0.9808899999999999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.0,-0.81595,nan,nan,nan,nan,nan,nan,-0.66894,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.13967000000000002,nan,nan,nan
1.0,-1.2386,nan,nan,nan,nan,nan,nan,nan,nan,1.0027,nan,nan,0.7558,nan,nan,nan,nan,nan,nan,0.92675,nan,nan,nan,-0.5737800000000001
1.0,-1.0379,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.1198,nan,nan,nan,nan,nan,0.44853999999999994,0.30469,0.44853999999999994,1.2157,0.6643100000000001,0.35264,nan,nan
2.0,-0.37358,nan,nan,nan,-1.7529,nan,nan,nan,nan,0.8525299999999999,nan,nan,1.2357,nan,nan,0.7759,0.92916,nan,0.16284,0.009579,-0.37358,1.3123,nan,nan
1.0,-1.1592,nan,nan,nan,-1.6062,nan,nan,nan,0.7307100000000001,nan,nan,nan,1.0355,0.79168,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.65112
2.0,-0.69492,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.61228,nan,nan,0.61228,nan,nan,0.026294,nan,nan,nan
