11.0,2.3634,nan,1.913,1.6717,1.4318,nan,nan,nan,0.7135199999999999,nan,0.43636,nan,nan,nan,nan,nan,-0.18778,-0.30138000000000004,nan,nan,-0.58899,nan,-0.74156,-0.8382700000000001,-0.79811,nan,-0.96575,nan,nan,nan,nan,nan,-1.2482,nan,-1.178,nan,-1.133,nan,nan,-1.0145,nan,nan,-0.8364,-0.7308600000000001,nan,nan,nan,nan,nan,nan,nan,0.18320999999999998,nan,0.44438999999999995,0.56808,nan,0.76937,nan,nan,nan,nan,nan,nan,nan,1.9236,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.30883,nan,nan,nan,-0.25012,-0.41286000000000006,-0.49155,nan,nan,-0.85701,-0.94021,nan,-1.0467,nan,nan,-1.1597,nan,-1.1649,nan,nan,nan,nan,nan,nan,nan,nan,-0.93037,nan,-0.80155,-0.72643,-0.61254,-0.51212,-0.47452,nan,-0.34815999999999997,-0.25977,nan,nan,nan,nan,nan,0.34915999999999997,nan,0.50861,0.69012,0.8915200000000001,1.0989,nan,nan,nan,2.0899,nan
13.0,1.7504,1.6169,nan,1.3119,nan,nan,0.8590200000000001,nan,0.58862,0.44953999999999994,nan,nan,0.10701,nan,-0.027714999999999997,nan,nan,-0.25377,-0.30224,-0.39215,nan,nan,-0.5219,-0.56953,nan,-0.62447,nan,nan,nan,-0.85103,nan,-1.0698,nan,-1.3494,-1.4677,nan,-1.6332,-1.7302,nan,nan,nan,-1.5569,nan,nan,nan,-0.98219,nan,-0.67765,-0.52079,-0.36089,nan,nan,nan,0.28095,0.44264,nan,nan,0.9257200000000001,1.0883,1.2511,nan,nan,1.7448,nan,nan,nan,1.8103,1.6516,nan,nan,nan,nan,nan,0.68393,nan,0.36522,nan,nan,nan,-0.27063000000000004,nan,nan,nan,nan,nan,nan,nan,-1.4074,-1.4883,nan,nan,nan,-1.214,nan,-0.9836799999999999,nan,nan,-0.59478,nan,nan,nan,nan,-0.038514,nan,nan,nan,nan,0.077183,nan,nan,nan,0.18536,0.23259000000000002,0.27608,0.30899,0.3787,nan,0.47275,nan,nan,nan,nan,nan,nan,1.2696,1.4225,nan,1.7309999999999999
8.0,1.4908,nan,1.3299,1.2732,nan,nan,nan,nan,nan,nan,0.88264,nan,nan,nan,nan,nan,nan,0.6470899999999999,nan,nan,nan,0.33664,nan,0.34424,nan,0.13168,0.015787,nan,nan,-0.082867,-0.099969,-0.20776,nan,nan,nan,nan,-0.87445,nan,-1.1892,nan,nan,nan,-1.5746,-1.6579,nan,-1.7588,nan,nan,nan,nan,-0.8803799999999999,nan,nan,nan,nan,nan,0.20428,nan,nan,nan,0.9148799999999999,nan,nan,nan,nan,nan,nan,1.9035,1.7039,nan,nan,1.1572,nan,0.77379,0.60127,nan,0.25891,nan,nan,nan,nan,-0.62954,nan,nan,nan,nan,nan,nan,-1.7199,-1.7022,nan,nan,nan,-1.5001,-1.4022,nan,nan,-1.0691,-0.9233600000000001,nan,nan,nan,nan,nan,-0.31145,nan,-0.2762,-0.19241,-0.08691900000000001,nan,nan,nan,0.23488,nan,nan,0.28615999999999997,nan,nan,0.44841000000000003,nan,nan,nan,nan,0.91,nan,nan,nan,nan
9.0,1.7208,nan,nan,1.0626,0.83662,0.6097899999999999,0.38261999999999996,0.2403,nan,-0.020756,nan,nan,-0.009844499999999999,nan,-0.26571999999999996,-0.087771,-0.25290999999999997,nan,nan,nan,nan,-0.73096,-0.68238,-0.8390799999999999,-0.85477,nan,-1.0468,-1.0545,nan,nan,-1.2731,nan,nan,nan,-1.2153,nan,-1.2432,nan,nan,nan,nan,nan,nan,nan,-0.39988,nan,nan,nan,nan,nan,0.40823000000000004,0.57431,0.73261,nan,nan,nan,1.2371,nan,1.4535,nan,nan,1.7592,nan,1.9524,1.9473,nan,nan,nan,nan,nan,1.5753,nan,1.1316,0.9338299999999999,nan,0.5807,nan,0.22923000000000002,0.061792999999999994,nan,-0.23471,-0.40503,-0.55601,nan,nan,nan,nan,nan,nan,nan,-1.3497,-1.3854,nan,-1.3737,nan,-1.2990000000000002,nan,nan,-1.054,-0.95965,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.082438,nan,nan,nan,nan,nan,0.09927799999999999,0.0071168,nan,0.15045999999999998,nan,nan,0.46763999999999994,0.65649,nan,nan,1.2748,nan,1.7003
13.0,1.6534,nan,nan,nan,nan,nan,nan,0.90551,0.81655,0.72356,0.6249100000000001,nan,nan,nan,nan,nan,nan,0.10697000000000001,0.079111,nan,0.01932,nan,-0.1131,nan,-0.26903,nan,nan,-0.7003,nan,-0.93576,nan,-1.2148,nan,nan,-1.5396,nan,-1.6768,nan,nan,-1.3521,nan,nan,nan,-0.8969600000000001,nan,-0.6451,-0.5302600000000001,-0.41531999999999997,nan,-0.16,nan,nan,nan,0.33023,0.44563,0.56483,nan,nan,nan,nan,nan,1.3114,1.4592,nan,nan,nan,nan,nan,nan,1.3663,nan,nan,nan,0.8497299999999999,nan,nan,nan,0.34643,0.22658000000000003,0.1111,nan,nan,nan,-0.38090999999999997,-0.51867,nan,nan,-0.8612200000000001,nan,-1.1144,nan,-1.3452,-1.4605,-1.6005,-1.7134,nan,nan,nan,nan,-1.3784,nan,nan,nan,-0.80294,-0.67574,nan,nan,-0.40076999999999996,nan,nan,-0.18830999999999998,nan,-0.0072873999999999994,nan,0.17933,0.27537,0.39392,nan,nan,0.68702,nan,nan,nan,nan,nan,nan,nan,1.6288
9.0,1.8991,1.7017,nan,nan,1.0162,nan,0.63456,nan,nan,nan,0.01434,-0.1115,nan,-0.20926999999999998,nan,nan,-0.40796,nan,nan,nan,-0.34746,nan,nan,nan,nan,-0.7137399999999999,-0.79693,nan,nan,-0.9590200000000001,nan,nan,-1.0626,nan,nan,-1.1685,-1.1142,nan,-1.0762,nan,-0.99364,nan,nan,nan,-0.59401,-0.44377,-0.33987,-0.1716,-0.060513,0.079231,nan,nan,0.56405,nan,0.8528399999999999,nan,nan,nan,nan,nan,1.9714,nan,nan,nan,1.9581,nan,1.8171,1.7032,1.6569,nan,nan,nan,nan,nan,nan,nan,nan,0.34683,nan,nan,nan,nan,-0.32706999999999997,nan,-0.54874,nan,-0.71953,nan,nan,-1.0173,nan,nan,-1.2592,-1.2594,-1.2415,-1.3237,-1.2434,-1.3009,nan,-1.1592,-1.1029,-1.0829,nan,nan,-0.93353,nan,nan,-0.7137399999999999,-0.5573199999999999,-0.6138100000000001,nan,nan,nan,nan,-0.15943,nan,nan,0.050456,nan,nan,nan,0.50748,nan,nan,nan,nan,nan,1.8693
5.0,1.5989,nan,nan,nan,1.0055,0.8514299999999999,0.78584,nan,nan,nan,0.49138999999999994,nan,0.35199,0.25122,0.23039,nan,nan,nan,nan,-0.1256,nan,nan,nan,nan,nan,-0.42239,nan,nan,nan,-0.86261,-0.9764799999999999,nan,nan,nan,-1.355,nan,nan,nan,nan,-1.5555,nan,-1.4143,-1.3082,nan,-1.0454,nan,nan,nan,nan,nan,-0.13864,nan,0.21684,0.37488,0.53295,nan,nan,nan,1.17,1.3307,nan,1.6861,nan,nan,2.0736,1.9525,nan,1.6364,1.4394,1.2811,nan,nan,0.8046300000000001,0.64631,nan,0.32941,nan,-0.02685,nan,nan,nan,-0.6602,nan,nan,-1.1314,nan,nan,nan,-1.5388,nan,nan,nan,nan,-1.4189,nan,-1.2144,-1.1284,-1.0298,nan,nan,nan,nan,nan,nan,nan,nan,0.012735,nan,0.011415,nan,0.13555,nan,0.19602999999999998,nan,0.3777,nan,nan,nan,0.7505,nan,nan,0.8952100000000001,nan,0.96836,1.1534,nan,1.4097,1.5609
9.0,1.9911,nan,nan,nan,1.022,nan,nan,0.49667,0.19938,-0.093065,nan,0.046151,nan,nan,nan,-0.49932,nan,nan,-0.9678399999999999,nan,nan,nan,nan,-0.9449799999999999,nan,-1.084,nan,-1.2464,nan,nan,nan,-1.2841,-1.0488,nan,nan,nan,-1.0809,nan,nan,-0.8285100000000001,nan,-0.44305,-0.3304,nan,-0.1327,nan,-0.01374,nan,0.34967,nan,0.68598,nan,nan,1.1095,nan,nan,1.4386,1.5758,nan,1.7226,nan,1.8538,1.5656,1.6124,nan,1.6645,1.6667,nan,nan,nan,1.4849,nan,nan,nan,0.9597,nan,nan,nan,nan,nan,0.061792999999999994,nan,nan,-0.21631,nan,-0.47608,nan,nan,-0.7419600000000001,nan,nan,-0.73488,nan,nan,nan,-0.93284,nan,nan,-1.1039,-0.96383,nan,nan,-0.94365,-0.68312,-0.56394,nan,nan,-0.87915,-0.70019,nan,-0.9126,nan,-0.6786399999999999,nan,nan,-0.29567,nan,nan,nan,-0.047569,-0.18899000000000002,nan,nan,nan,nan,nan,nan,1.9476
6.0,2.815,nan,2.1381,nan,nan,1.1043,0.80307,nan,nan,0.34762,nan,nan,nan,nan,nan,nan,nan,nan,-0.23396,nan,-0.33225,-0.35359,-0.40010999999999997,nan,nan,nan,-0.7964600000000001,-0.78719,-0.74693,-0.8023899999999999,nan,nan,-0.64776,-0.62375,nan,-0.34861,-0.35359,nan,-0.21538000000000002,-0.19779000000000002,nan,nan,nan,nan,0.30864,0.53166,nan,nan,0.7460899999999999,nan,nan,nan,nan,nan,nan,nan,nan,0.10142000000000001,-0.2321,nan,nan,nan,-0.57333,nan,nan,nan,nan,nan,nan,1.3965,nan,nan,nan,nan,nan,nan,0.58907,0.32053000000000004,-0.0067876,-0.32232,-0.624,-0.85872,nan,nan,-1.3491,nan,nan,-1.6163,nan,nan,-1.4303,-1.4242,-1.4283,-1.3984,-1.3859,nan,-1.3189,nan,nan,nan,-0.8872399999999999,nan,-0.7751,-0.6562899999999999,nan,-0.71231,-0.77356,-0.5604899999999999,nan,nan,nan,-0.311,nan,-0.19755999999999999,-0.21909,-0.15106,-0.16092,-0.011264,nan,0.36555,nan,nan,nan,nan,nan,2.0476,2.4061,2.7653
5.0,2.1491,nan,1.8427,nan,nan,1.2516,nan,nan,0.7488199999999999,nan,nan,nan,0.20839000000000002,nan,nan,nan,nan,-0.054114999999999996,-0.070448,-0.1503,-0.25769000000000003,nan,nan,nan,nan,-0.49291,-0.57877,nan,nan,-0.84378,nan,-0.8976700000000001,nan,-1.0006,-1.0292,nan,-1.1793,nan,-1.2353,nan,-1.3006,-1.2866,nan,nan,-1.1626,nan,nan,-0.96625,-0.9061600000000001,nan,nan,-0.34534000000000004,nan,0.13976,0.40610999999999997,0.6193,0.8379200000000001,nan,nan,1.531,nan,2.0069,nan,2.3133,2.0964,nan,nan,nan,1.1355,nan,nan,0.43967,nan,nan,-0.2584,nan,-0.74334,nan,nan,-0.9489700000000001,-1.0046,nan,-1.1402,nan,-1.159,nan,-1.0594,nan,-1.0099,-0.91681,nan,nan,-0.80557,-0.66508,nan,nan,-0.52908,nan,-0.45745,nan,-0.38051,-0.36435,nan,-0.31917,nan,-0.31917,nan,nan,-0.09540900000000001,nan,nan,-0.09540900000000001,-0.025685000000000003,nan,nan,nan,nan,nan,0.3963,nan,nan,nan,nan,1.2757,nan,1.6253,1.8849,nan
3.0,1.7678,nan,nan,nan,nan,nan,0.7723,nan,nan,nan,nan,nan,0.23038000000000003,0.1932,nan,0.020727000000000002,nan,-0.06306,nan,nan,-0.33603,nan,-0.59377,nan,-0.71138,nan,-0.77736,nan,-1.0125,-1.0661,-1.1773,nan,nan,-1.2018,-1.2495,nan,nan,nan,nan,nan,-1.0162,nan,nan,-0.71572,nan,nan,-0.363,-0.24036999999999997,nan,nan,0.23948000000000003,nan,0.5796899999999999,0.7500899999999999,nan,nan,nan,1.4812,1.6808,1.9017,nan,nan,nan,nan,1.7217,1.6840000000000002,nan,1.455,nan,nan,nan,nan,0.8548600000000001,nan,nan,nan,nan,nan,nan,nan,-0.16305,-0.2469,-0.40465999999999996,-0.52408,nan,-0.77563,-0.80696,nan,nan,nan,nan,nan,-1.285,nan,nan,nan,-1.4219,nan,-1.3575,-1.3018,nan,nan,nan,nan,nan,-0.8877,nan,-0.73121,-0.57063,-0.51054,-0.35164,nan,-0.086768,0.042470999999999995,nan,0.052795,nan,nan,nan,nan,nan,0.72777,nan,nan,nan,1.3523,nan,nan
2.0,1.1488,0.8926299999999999,0.8220799999999999,0.67062,nan,0.57093,0.5311100000000001,nan,-0.0082998,-0.25716999999999995,-0.52889,nan,nan,0.25024,nan,0.51103,nan,nan,nan,0.41192,nan,-0.047059,-0.084053,nan,-0.56001,nan,nan,nan,-0.7246199999999999,-0.66125,-0.51305,nan,-0.052162,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-1.0594,-1.2304,nan,nan,-1.6072,nan,-1.6301,-1.3797,nan,nan,nan,nan,nan,nan,0.46219,nan,nan,1.2625,1.5291,1.795,nan,nan,nan,2.8121,2.5540000000000003,nan,nan,nan,1.496,1.2297,nan,nan,nan,0.16566,nan,nan,-0.6248199999999999,nan,-1.1406,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.42441999999999996,nan,nan,nan,nan,nan,nan,0.64613,nan,nan,nan,nan,0.57006,nan,0.19042,nan,nan,-0.6424300000000001,nan,nan,-0.026531,nan,nan,nan,0.46816,nan,nan,nan,1.1397
12.0,2.454,2.1647,nan,nan,nan,0.89175,nan,nan,nan,0.22699999999999998,nan,nan,nan,0.22699999999999998,0.51062,0.45466000000000006,0.48131,nan,nan,0.37728,0.44903999999999994,nan,nan,0.29302,nan,nan,nan,0.20155,0.082464,nan,nan,nan,-0.025018000000000002,-0.027068000000000002,nan,nan,nan,-0.16262000000000001,-0.13532,nan,-0.08064600000000001,-0.08064600000000001,-0.10088,nan,nan,nan,-0.41035,nan,-0.82005,-1.1685,nan,nan,nan,-2.338,-1.975,-1.6838,nan,-0.9579700000000001,nan,nan,nan,nan,nan,1.0055,1.2957,nan,nan,nan,nan,nan,0.44387,nan,-0.28572,-0.57489,nan,-1.2322,nan,nan,nan,nan,-2.5457,nan,nan,nan,nan,-0.9205899999999999,nan,nan,-0.54915,-0.57719,-0.57776,-0.5858,nan,nan,-0.32255,nan,-0.10765,-0.074436,nan,nan,0.098497,0.07091,nan,0.1577,nan,0.25623,0.28867,nan,0.51062,0.36396,nan,0.32381,0.43777,0.36396,nan,nan,nan,nan,nan,nan,0.44763000000000003,nan,nan,1.1251,1.3904,nan,nan,nan
10.0,1.7459,1.3141,nan,nan,nan,nan,0.15497,0.54557,0.95309,1.2379,0.88216,nan,nan,nan,-0.8411200000000001,-1.107,nan,-0.25445,0.18042,0.52703,nan,nan,-0.62242,nan,nan,-1.6735,nan,-1.4079,nan,-0.43975,nan,nan,-0.45477,nan,nan,nan,nan,nan,nan,nan,nan,-0.5311,-0.057244,nan,-0.5100600000000001,-0.75854,nan,-1.2283,nan,-0.60654,nan,nan,nan,nan,nan,nan,0.13666,0.014622999999999999,nan,nan,0.27186,0.23776,0.50507,nan,1.1657,nan,nan,0.57991,nan,nan,nan,nan,nan,nan,nan,0.79772,1.0117,1.3299,1.0219,0.65356,0.33053,0.10826,nan,nan,0.008808700000000001,0.13957999999999998,nan,nan,nan,-0.77754,nan,nan,-1.0305,nan,nan,nan,nan,nan,nan,-1.4021,nan,nan,-2.0775,-1.6157,-1.1679,-0.72772,nan,nan,nan,-0.029564,nan,0.31353000000000003,nan,0.95005,nan,nan,nan,1.0504,0.8401299999999999,nan,1.8459,1.8107,nan,0.9936,nan,0.9766799999999999,nan,1.7365
14.0,2.0752,2.0895,1.9512,1.9256,1.8142,1.6119,nan,1.2771,nan,0.73926,nan,nan,0.40042,0.11460999999999999,-0.2231,nan,-1.0617,nan,nan,nan,nan,-0.48863999999999996,nan,nan,nan,nan,-0.59167,nan,nan,nan,nan,nan,-1.1831,nan,-1.4172,-1.5173,-1.5139,nan,nan,nan,nan,nan,nan,0.52417,nan,nan,nan,0.31808000000000003,nan,nan,0.26800999999999997,nan,nan,nan,nan,-0.050598000000000004,-0.12969,0.24333000000000002,0.61703,1.0253,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.39503,nan,0.58254,nan,nan,0.8254100000000001,0.8400200000000001,0.81357,nan,nan,0.56093,nan,-0.11208,nan,-0.74552,nan,nan,nan,-1.3230000000000002,nan,nan,nan,nan,-1.4699,nan,-1.2644,-1.2145,nan,nan,-1.1982,nan,nan,nan,-0.26316999999999996,nan,-0.6149399999999999,nan,-1.2154,-1.5433,-1.1016,nan,nan,0.047235,nan,nan,nan,nan,nan,0.33666,nan,1.0387,1.0702,nan,nan,nan,nan,nan,nan,nan
